scen,Sector,Subsector,Technology,Enduse,Unit,Parameters,Fuel,Period,FuelGroup,Technology_Group,Value
Kea,Industry,Meat Processing,Refrigerator,Refrigeration,Mt CO<sub>2</sub>/yr,Emissions,Electricity,2040,Electricity,Heating/Cooling,0
Kea,Industry,Meat Processing,Refrigerator,Refrigeration,Mt CO<sub>2</sub>/yr,Emissions,Electricity,2045,Electricity,Heating/Cooling,0
Kea,Industry,Meat Processing,Refrigerator,Refrigeration,Mt CO<sub>2</sub>/yr,Emissions,Electricity,2050,Electricity,Heating/Cooling,0
Kea,Industry,Meat Processing,Refrigerator,Refrigeration,Mt CO<sub>2</sub>/yr,Emissions,Electricity,2055,Electricity,Heating/Cooling,0
Kea,Industry,Meat Processing,Refrigerator,Refrigeration,Mt CO<sub>2</sub>/yr,Emissions,Electricity,2060,Electricity,Heating/Cooling,0
Kea,Industry,Meat Processing,Refrigerator,Refrigeration,PJ,End Use Demand,Electricity,2018,Electricity,Heating/Cooling,1.6400000000000008
Kea,Industry,Meat Processing,Refrigerator,Refrigeration,PJ,End Use Demand,Electricity,2025,Electricity,Heating/Cooling,1.6614970279999999
Kea,Industry,Meat Processing,Refrigerator,Refrigeration,PJ,End Use Demand,Electricity,2030,Electricity,Heating/Cooling,1.6095861704
Kea,Industry,Meat Processing,Refrigerator,Refrigeration,PJ,End Use Demand,Electricity,2035,Electricity,Heating/Cooling,1.5592973200000002
Kea,Industry,Meat Processing,Refrigerator,Refrigeration,PJ,End Use Demand,Electricity,2040,Electricity,Heating/Cooling,1.489314088
Kea,Industry,Meat Processing,Refrigerator,Refrigeration,PJ,End Use Demand,Electricity,2045,Electricity,Heating/Cooling,1.4023867624
Kea,Industry,Meat Processing,Refrigerator,Refrigeration,PJ,End Use Demand,Electricity,2050,Electricity,Heating/Cooling,1.3205342152
Kea,Industry,Meat Processing,Refrigerator,Refrigeration,PJ,End Use Demand,Electricity,2055,Electricity,Heating/Cooling,1.2434582224000001
Kea,Industry,Meat Processing,Refrigerator,Refrigeration,PJ,End Use Demand,Electricity,2060,Electricity,Heating/Cooling,1.1708820984
Kea,Industry,Meat Processing,Refrigerator,Refrigeration,PJ,Fuel Consumption,Electricity,2018,Electricity,Heating/Cooling,1.6400000000000008
Kea,Industry,Meat Processing,Refrigerator,Refrigeration,PJ,Fuel Consumption,Electricity,2025,Electricity,Heating/Cooling,1.6614970279999988
Kea,Industry,Meat Processing,Refrigerator,Refrigeration,PJ,Fuel Consumption,Electricity,2030,Electricity,Heating/Cooling,1.6095861704000014
Kea,Industry,Meat Processing,Refrigerator,Refrigeration,PJ,Fuel Consumption,Electricity,2035,Electricity,Heating/Cooling,1.5592973199999995
Kea,Industry,Meat Processing,Refrigerator,Refrigeration,PJ,Fuel Consumption,Electricity,2040,Electricity,Heating/Cooling,1.4893140879999998
Kea,Industry,Meat Processing,Refrigerator,Refrigeration,PJ,Fuel Consumption,Electricity,2045,Electricity,Heating/Cooling,1.4023867624000008
Kea,Industry,Meat Processing,Refrigerator,Refrigeration,PJ,Fuel Consumption,Electricity,2050,Electricity,Heating/Cooling,1.3205342152000015
Kea,Industry,Meat Processing,Refrigerator,Refrigeration,PJ,Fuel Consumption,Electricity,2055,Electricity,Heating/Cooling,1.2434582224000017
Kea,Industry,Meat Processing,Refrigerator,Refrigeration,PJ,Fuel Consumption,Electricity,2060,Electricity,Heating/Cooling,1.1708820984000006
Kea,Industry,Meat Processing,Stationary Motor,"Motive Power, Stationary",Mt CO<sub>2</sub>/yr,Emissions,Electricity,2018,Electricity,Stationary Motive Power,0
Kea,Industry,Meat Processing,Stationary Motor,"Motive Power, Stationary",Mt CO<sub>2</sub>/yr,Emissions,Electricity,2025,Electricity,Stationary Motive Power,0
Kea,Industry,Meat Processing,Stationary Motor,"Motive Power, Stationary",Mt CO<sub>2</sub>/yr,Emissions,Electricity,2030,Electricity,Stationary Motive Power,0
Kea,Industry,Meat Processing,Stationary Motor,"Motive Power, Stationary",Mt CO<sub>2</sub>/yr,Emissions,Electricity,2035,Electricity,Stationary Motive Power,0
Kea,Industry,Meat Processing,Stationary Motor,"Motive Power, Stationary",Mt CO<sub>2</sub>/yr,Emissions,Electricity,2040,Electricity,Stationary Motive Power,0
Kea,Industry,Meat Processing,Stationary Motor,"Motive Power, Stationary",Mt CO<sub>2</sub>/yr,Emissions,Electricity,2045,Electricity,Stationary Motive Power,0
Kea,Industry,Meat Processing,Stationary Motor,"Motive Power, Stationary",Mt CO<sub>2</sub>/yr,Emissions,Electricity,2050,Electricity,Stationary Motive Power,0
Kea,Industry,Meat Processing,Stationary Motor,"Motive Power, Stationary",Mt CO<sub>2</sub>/yr,Emissions,Electricity,2055,Electricity,Stationary Motive Power,0
Kea,Industry,Meat Processing,Stationary Motor,"Motive Power, Stationary",Mt CO<sub>2</sub>/yr,Emissions,Electricity,2060,Electricity,Stationary Motive Power,0
Kea,Industry,Meat Processing,Stationary Motor,"Motive Power, Stationary",PJ,End Use Demand,Electricity,2018,Electricity,Stationary Motive Power,0.6900000000000001
Kea,Industry,Meat Processing,Stationary Motor,"Motive Power, Stationary",PJ,End Use Demand,Electricity,2025,Electricity,Stationary Motive Power,0.3521455102500003
Kea,Industry,Meat Processing,Stationary Motor,"Motive Power, Stationary",PJ,End Use Demand,Electricity,2030,Electricity,Stationary Motive Power,0.34114327845
Kea,Industry,Meat Processing,Stationary Motor,"Motive Power, Stationary",PJ,End Use Demand,Electricity,2035,Electricity,Stationary Motive Power,0.3304848224999998
Kea,Industry,Meat Processing,Stationary Motor,"Motive Power, Stationary",PJ,End Use Demand,Electricity,2040,Electricity,Stationary Motive Power,0.3156522464999998
Kea,Industry,Meat Processing,Stationary Motor,"Motive Power, Stationary",PJ,End Use Demand,Electricity,2045,Electricity,Stationary Motive Power,0.29722845944999976
Kea,Industry,Meat Processing,Stationary Motor,"Motive Power, Stationary",PJ,End Use Demand,Electricity,2050,Electricity,Stationary Motive Power,0.2798802448499998
Kea,Industry,Meat Processing,Stationary Motor,"Motive Power, Stationary",PJ,End Use Demand,Electricity,2055,Electricity,Stationary Motive Power,0.2635443956999997
Kea,Industry,Meat Processing,Stationary Motor,"Motive Power, Stationary",PJ,End Use Demand,Electricity,2060,Electricity,Stationary Motive Power,0.24816226994999968
Kea,Industry,Meat Processing,Stationary Motor,"Motive Power, Stationary",PJ,Fuel Consumption,Electricity,2018,Electricity,Stationary Motive Power,1.0222222222222221
Kea,Industry,Meat Processing,Stationary Motor,"Motive Power, Stationary",PJ,Fuel Consumption,Electricity,2025,Electricity,Stationary Motive Power,0.5216970522222225
Kea,Industry,Meat Processing,Stationary Motor,"Motive Power, Stationary",PJ,Fuel Consumption,Electricity,2030,Electricity,Stationary Motive Power,0.5053974495555559
Kea,Industry,Meat Processing,Stationary Motor,"Motive Power, Stationary",PJ,Fuel Consumption,Electricity,2035,Electricity,Stationary Motive Power,0.48960714444444503
Kea,Industry,Meat Processing,Stationary Motor,"Motive Power, Stationary",PJ,Fuel Consumption,Electricity,2040,Electricity,Stationary Motive Power,0.46763295777777836
Kea,Industry,Meat Processing,Stationary Motor,"Motive Power, Stationary",PJ,Fuel Consumption,Electricity,2045,Electricity,Stationary Motive Power,0.4403384584444448
Kea,Industry,Meat Processing,Stationary Motor,"Motive Power, Stationary",PJ,Fuel Consumption,Electricity,2050,Electricity,Stationary Motive Power,0.41463739977777814
Kea,Industry,Meat Processing,Stationary Motor,"Motive Power, Stationary",PJ,Fuel Consumption,Electricity,2055,Electricity,Stationary Motive Power,0.3904361417777778
Kea,Industry,Meat Processing,Stationary Motor,"Motive Power, Stationary",PJ,Fuel Consumption,Electricity,2060,Electricity,Stationary Motive Power,0.3676478073333331
Kea,Industry,Meat Processing,Stationary Motor with VSD,"Motive Power, Stationary",Mt CO<sub>2</sub>/yr,Emissions,Electricity,2018,Electricity,Stationary Motive Power,0
Kea,Industry,Meat Processing,Stationary Motor with VSD,"Motive Power, Stationary",Mt CO<sub>2</sub>/yr,Emissions,Electricity,2025,Electricity,Stationary Motive Power,0
Kea,Industry,Meat Processing,Stationary Motor with VSD,"Motive Power, Stationary",Mt CO<sub>2</sub>/yr,Emissions,Electricity,2030,Electricity,Stationary Motive Power,0
Kea,Industry,Meat Processing,Stationary Motor with VSD,"Motive Power, Stationary",Mt CO<sub>2</sub>/yr,Emissions,Electricity,2035,Electricity,Stationary Motive Power,0
Kea,Industry,Meat Processing,Stationary Motor with VSD,"Motive Power, Stationary",Mt CO<sub>2</sub>/yr,Emissions,Electricity,2040,Electricity,Stationary Motive Power,0
Kea,Industry,Meat Processing,Stationary Motor with VSD,"Motive Power, Stationary",Mt CO<sub>2</sub>/yr,Emissions,Electricity,2045,Electricity,Stationary Motive Power,0
Kea,Industry,Meat Processing,Stationary Motor with VSD,"Motive Power, Stationary",Mt CO<sub>2</sub>/yr,Emissions,Electricity,2050,Electricity,Stationary Motive Power,0
Kea,Industry,Meat Processing,Stationary Motor with VSD,"Motive Power, Stationary",Mt CO<sub>2</sub>/yr,Emissions,Electricity,2055,Electricity,Stationary Motive Power,0
Kea,Industry,Meat Processing,Stationary Motor with VSD,"Motive Power, Stationary",Mt CO<sub>2</sub>/yr,Emissions,Electricity,2060,Electricity,Stationary Motive Power,0
Kea,Industry,Meat Processing,Stationary Motor with VSD,"Motive Power, Stationary",PJ,End Use Demand,Electricity,2018,Electricity,Stationary Motive Power,0
Kea,Industry,Meat Processing,Stationary Motor with VSD,"Motive Power, Stationary",PJ,End Use Demand,Electricity,2025,Electricity,Stationary Motive Power,0.35214551024999996
Kea,Industry,Meat Processing,Stationary Motor with VSD,"Motive Power, Stationary",PJ,End Use Demand,Electricity,2030,Electricity,Stationary Motive Power,0.3411432784499995
Kea,Industry,Meat Processing,Stationary Motor with VSD,"Motive Power, Stationary",PJ,End Use Demand,Electricity,2035,Electricity,Stationary Motive Power,0.3304848224999996
Kea,Industry,Meat Processing,Stationary Motor with VSD,"Motive Power, Stationary",PJ,End Use Demand,Electricity,2040,Electricity,Stationary Motive Power,0.3156522464999997
Kea,Industry,Meat Processing,Stationary Motor with VSD,"Motive Power, Stationary",PJ,End Use Demand,Electricity,2045,Electricity,Stationary Motive Power,0.2972284594499996
Kea,Industry,Meat Processing,Stationary Motor with VSD,"Motive Power, Stationary",PJ,End Use Demand,Electricity,2050,Electricity,Stationary Motive Power,0.27988024484999957
Kea,Industry,Meat Processing,Stationary Motor with VSD,"Motive Power, Stationary",PJ,End Use Demand,Electricity,2055,Electricity,Stationary Motive Power,0.2635443956999996
Kea,Industry,Meat Processing,Stationary Motor with VSD,"Motive Power, Stationary",PJ,End Use Demand,Electricity,2060,Electricity,Stationary Motive Power,0.2481622699499996
Kea,Industry,Meat Processing,Stationary Motor with VSD,"Motive Power, Stationary",PJ,Fuel Consumption,Electricity,2018,Electricity,Stationary Motive Power,0
Kea,Industry,Meat Processing,Stationary Motor with VSD,"Motive Power, Stationary",PJ,Fuel Consumption,Electricity,2025,Electricity,Stationary Motive Power,0.39127278916666663
Kea,Industry,Meat Processing,Stationary Motor with VSD,"Motive Power, Stationary",PJ,Fuel Consumption,Electricity,2030,Electricity,Stationary Motive Power,0.37904808716666677
Kea,Industry,Meat Processing,Stationary Motor with VSD,"Motive Power, Stationary",PJ,Fuel Consumption,Electricity,2035,Electricity,Stationary Motive Power,0.36720535833333356
Kea,Industry,Meat Processing,Stationary Motor with VSD,"Motive Power, Stationary",PJ,Fuel Consumption,Electricity,2040,Electricity,Stationary Motive Power,0.3507247183333336
Kea,Industry,Meat Processing,Stationary Motor with VSD,"Motive Power, Stationary",PJ,Fuel Consumption,Electricity,2045,Electricity,Stationary Motive Power,0.33025384383333356
Kea,Industry,Meat Processing,Stationary Motor with VSD,"Motive Power, Stationary",PJ,Fuel Consumption,Electricity,2050,Electricity,Stationary Motive Power,0.31097804983333355
Kea,Industry,Meat Processing,Stationary Motor with VSD,"Motive Power, Stationary",PJ,Fuel Consumption,Electricity,2055,Electricity,Stationary Motive Power,0.29282710633333353
Kea,Industry,Meat Processing,Stationary Motor with VSD,"Motive Power, Stationary",PJ,Fuel Consumption,Electricity,2060,Electricity,Stationary Motive Power,0.27573585549999996
Kea,Industry,Methanol,Feedstock,Feedstock,PJ,Feedstock,Natural Gas,2018,Fossil Fuels,Feedstock,41.06
Kea,Industry,Methanol,Feedstock,Feedstock,PJ,Feedstock,Natural Gas,2025,Fossil Fuels,Feedstock,41.0689
Kea,Industry,Methanol,Feedstock,Feedstock,PJ,Feedstock,Natural Gas,2030,Fossil Fuels,Feedstock,41.0689
Kea,Industry,Methanol,Feedstock,Feedstock,PJ,Feedstock,Natural Gas,2035,Fossil Fuels,Feedstock,0
Kea,Industry,Methanol,Feedstock,Feedstock,PJ,Feedstock,Natural Gas,2040,Fossil Fuels,Feedstock,0
Kea,Industry,Methanol,Feedstock,Feedstock,PJ,Feedstock,Natural Gas,2045,Fossil Fuels,Feedstock,0
Kea,Industry,Methanol,Feedstock,Feedstock,PJ,Feedstock,Natural Gas,2050,Fossil Fuels,Feedstock,0
Kea,Industry,Methanol,Feedstock,Feedstock,PJ,Feedstock,Natural Gas,2055,Fossil Fuels,Feedstock,0
Kea,Industry,Methanol,Feedstock,Feedstock,PJ,Feedstock,Natural Gas,2060,Fossil Fuels,Feedstock,0
Kea,Industry,Methanol,Reformer,Process Heat Reformer,Mt CO<sub>2</sub>/yr,Emissions,Natural Gas,2018,Fossil Fuels,Heating/Cooling,0.8881816000000008
Kea,Industry,Methanol,Reformer,Process Heat Reformer,Mt CO<sub>2</sub>/yr,Emissions,Natural Gas,2025,Fossil Fuels,Heating/Cooling,0.888278728
Kea,Industry,Methanol,Reformer,Process Heat Reformer,Mt CO<sub>2</sub>/yr,Emissions,Natural Gas,2030,Fossil Fuels,Heating/Cooling,0.888278728
Kea,Industry,Methanol,Reformer,Process Heat Reformer,Mt CO<sub>2</sub>/yr,Emissions,Natural Gas,2035,Fossil Fuels,Heating/Cooling,0
Kea,Industry,Methanol,Reformer,Process Heat Reformer,Mt CO<sub>2</sub>/yr,Emissions,Natural Gas,2040,Fossil Fuels,Heating/Cooling,0
Kea,Industry,Methanol,Reformer,Process Heat Reformer,Mt CO<sub>2</sub>/yr,Emissions,Natural Gas,2045,Fossil Fuels,Heating/Cooling,0
Kea,Industry,Methanol,Reformer,Process Heat Reformer,Mt CO<sub>2</sub>/yr,Emissions,Natural Gas,2050,Fossil Fuels,Heating/Cooling,0
Kea,Industry,Methanol,Reformer,Process Heat Reformer,Mt CO<sub>2</sub>/yr,Emissions,Natural Gas,2055,Fossil Fuels,Heating/Cooling,0
Kea,Industry,Methanol,Reformer,Process Heat Reformer,Mt CO<sub>2</sub>/yr,Emissions,Natural Gas,2060,Fossil Fuels,Heating/Cooling,0
Kea,Industry,Methanol,Reformer,Process Heat Reformer,PJ,End Use Demand,Natural Gas,2018,Fossil Fuels,Heating/Cooling,16.459999999999994
Kea,Industry,Methanol,Reformer,Process Heat Reformer,PJ,End Use Demand,Natural Gas,2025,Fossil Fuels,Heating/Cooling,16.4618
Kea,Industry,Methanol,Reformer,Process Heat Reformer,PJ,End Use Demand,Natural Gas,2030,Fossil Fuels,Heating/Cooling,16.4618
Kea,Industry,Methanol,Reformer,Process Heat Reformer,PJ,End Use Demand,Natural Gas,2035,Fossil Fuels,Heating/Cooling,0
Kea,Industry,Methanol,Reformer,Process Heat Reformer,PJ,End Use Demand,Natural Gas,2040,Fossil Fuels,Heating/Cooling,0
Kea,Industry,Methanol,Reformer,Process Heat Reformer,PJ,End Use Demand,Natural Gas,2045,Fossil Fuels,Heating/Cooling,0
Kea,Industry,Methanol,Reformer,Process Heat Reformer,PJ,End Use Demand,Natural Gas,2050,Fossil Fuels,Heating/Cooling,0
Kea,Industry,Methanol,Reformer,Process Heat Reformer,PJ,End Use Demand,Natural Gas,2055,Fossil Fuels,Heating/Cooling,0
Kea,Industry,Methanol,Reformer,Process Heat Reformer,PJ,End Use Demand,Natural Gas,2060,Fossil Fuels,Heating/Cooling,0
Kea,Industry,Methanol,Reformer,Process Heat Reformer,PJ,Fuel Consumption,Natural Gas,2018,Fossil Fuels,Heating/Cooling,16.459999999999994
Kea,Industry,Methanol,Reformer,Process Heat Reformer,PJ,Fuel Consumption,Natural Gas,2025,Fossil Fuels,Heating/Cooling,16.4618
Kea,Industry,Methanol,Reformer,Process Heat Reformer,PJ,Fuel Consumption,Natural Gas,2030,Fossil Fuels,Heating/Cooling,16.4618
Kea,Industry,Methanol,Reformer,Process Heat Reformer,PJ,Fuel Consumption,Natural Gas,2035,Fossil Fuels,Heating/Cooling,0
Kea,Industry,Methanol,Reformer,Process Heat Reformer,PJ,Fuel Consumption,Natural Gas,2040,Fossil Fuels,Heating/Cooling,0
Kea,Industry,Methanol,Reformer,Process Heat Reformer,PJ,Fuel Consumption,Natural Gas,2045,Fossil Fuels,Heating/Cooling,0
Kea,Industry,Methanol,Reformer,Process Heat Reformer,PJ,Fuel Consumption,Natural Gas,2050,Fossil Fuels,Heating/Cooling,0
Kea,Industry,Methanol,Reformer,Process Heat Reformer,PJ,Fuel Consumption,Natural Gas,2055,Fossil Fuels,Heating/Cooling,0
Kea,Industry,Methanol,Reformer,Process Heat Reformer,PJ,Fuel Consumption,Natural Gas,2060,Fossil Fuels,Heating/Cooling,0
Kea,Industry,Mining,Boiler,Process Heat Steam/Hot Water,Mt CO<sub>2</sub>/yr,Emissions,Fuel Oil,2018,Fossil Fuels,Heating/Cooling,0.0018184611764705877
Kea,Industry,Mining,Boiler,Process Heat Steam/Hot Water,Mt CO<sub>2</sub>/yr,Emissions,Fuel Oil,2025,Fossil Fuels,Heating/Cooling,0
Kea,Industry,Mining,Boiler,Process Heat Steam/Hot Water,Mt CO<sub>2</sub>/yr,Emissions,Fuel Oil,2030,Fossil Fuels,Heating/Cooling,9.02521881787244e-6
Kea,Industry,Mining,Boiler,Process Heat Steam/Hot Water,Mt CO<sub>2</sub>/yr,Emissions,Fuel Oil,2035,Fossil Fuels,Heating/Cooling,7.17970462063632e-6
Kea,Industry,Mining,Boiler,Process Heat Steam/Hot Water,Mt CO<sub>2</sub>/yr,Emissions,Fuel Oil,2040,Fossil Fuels,Heating/Cooling,4.54447858447059e-6
Kea,Industry,Mining,Boiler,Process Heat Steam/Hot Water,Mt CO<sub>2</sub>/yr,Emissions,Fuel Oil,2045,Fossil Fuels,Heating/Cooling,0
Kea,Industry,Mining,Boiler,Process Heat Steam/Hot Water,Mt CO<sub>2</sub>/yr,Emissions,Fuel Oil,2050,Fossil Fuels,Heating/Cooling,0
Kea,Industry,Mining,Boiler,Process Heat Steam/Hot Water,Mt CO<sub>2</sub>/yr,Emissions,Fuel Oil,2055,Fossil Fuels,Heating/Cooling,0
Kea,Industry,Mining,Boiler,Process Heat Steam/Hot Water,Mt CO<sub>2</sub>/yr,Emissions,Fuel Oil,2060,Fossil Fuels,Heating/Cooling,0
Kea,Industry,Mining,Boiler,Process Heat Steam/Hot Water,Mt CO<sub>2</sub>/yr,Emissions,Natural Gas,2018,Fossil Fuels,Heating/Cooling,0.0086087908045977
Kea,Industry,Mining,Boiler,Process Heat Steam/Hot Water,Mt CO<sub>2</sub>/yr,Emissions,Natural Gas,2025,Fossil Fuels,Heating/Cooling,0.010773393103448265
Kea,Industry,Mining,Boiler,Process Heat Steam/Hot Water,Mt CO<sub>2</sub>/yr,Emissions,Natural Gas,2030,Fossil Fuels,Heating/Cooling,0.01083913747126436
Kea,Industry,Mining,Boiler,Process Heat Steam/Hot Water,Mt CO<sub>2</sub>/yr,Emissions,Natural Gas,2035,Fossil Fuels,Heating/Cooling,0.00924995965057471
Kea,Industry,Mining,Boiler,Process Heat Steam/Hot Water,Mt CO<sub>2</sub>/yr,Emissions,Natural Gas,2040,Fossil Fuels,Heating/Cooling,0.007636276321258137
Kea,Industry,Mining,Boiler,Process Heat Steam/Hot Water,Mt CO<sub>2</sub>/yr,Emissions,Natural Gas,2045,Fossil Fuels,Heating/Cooling,0.003667759158346748
Kea,Industry,Mining,Boiler,Process Heat Steam/Hot Water,Mt CO<sub>2</sub>/yr,Emissions,Natural Gas,2050,Fossil Fuels,Heating/Cooling,0.00214157529945512
Kea,Industry,Mining,Boiler,Process Heat Steam/Hot Water,Mt CO<sub>2</sub>/yr,Emissions,Natural Gas,2055,Fossil Fuels,Heating/Cooling,0.0033740505747126377
Kea,Industry,Mining,Boiler,Process Heat Steam/Hot Water,Mt CO<sub>2</sub>/yr,Emissions,Natural Gas,2060,Fossil Fuels,Heating/Cooling,0.003687886896551718
Kea,Industry,Mining,Boiler,Process Heat Steam/Hot Water,Mt CO<sub>2</sub>/yr,Emissions,Wood,2018,Renewables (direct use),Heating/Cooling,0
Kea,Industry,Mining,Boiler,Process Heat Steam/Hot Water,Mt CO<sub>2</sub>/yr,Emissions,Wood,2025,Renewables (direct use),Heating/Cooling,0
Kea,Industry,Mining,Boiler,Process Heat Steam/Hot Water,Mt CO<sub>2</sub>/yr,Emissions,Wood,2030,Renewables (direct use),Heating/Cooling,0
Kea,Industry,Mining,Boiler,Process Heat Steam/Hot Water,Mt CO<sub>2</sub>/yr,Emissions,Wood,2035,Renewables (direct use),Heating/Cooling,0
Kea,Industry,Mining,Boiler,Process Heat Steam/Hot Water,Mt CO<sub>2</sub>/yr,Emissions,Wood,2040,Renewables (direct use),Heating/Cooling,0
Kea,Industry,Mining,Boiler,Process Heat Steam/Hot Water,Mt CO<sub>2</sub>/yr,Emissions,Wood,2045,Renewables (direct use),Heating/Cooling,0
Kea,Industry,Mining,Boiler,Process Heat Steam/Hot Water,Mt CO<sub>2</sub>/yr,Emissions,Wood,2050,Renewables (direct use),Heating/Cooling,0
Kea,Industry,Mining,Boiler,Process Heat Steam/Hot Water,Mt CO<sub>2</sub>/yr,Emissions,Wood,2055,Renewables (direct use),Heating/Cooling,0
Kea,Industry,Mining,Boiler,Process Heat Steam/Hot Water,Mt CO<sub>2</sub>/yr,Emissions,Wood,2060,Renewables (direct use),Heating/Cooling,0
Kea,Industry,Mining,Boiler,Process Heat Steam/Hot Water,PJ,End Use Demand,Fuel Oil,2018,Fossil Fuels,Heating/Cooling,0.02119999999999999
Kea,Industry,Mining,Boiler,Process Heat Steam/Hot Water,PJ,End Use Demand,Fuel Oil,2025,Fossil Fuels,Heating/Cooling,0
Kea,Industry,Mining,Boiler,Process Heat Steam/Hot Water,PJ,End Use Demand,Fuel Oil,2030,Fossil Fuels,Heating/Cooling,1.05217884997827e-4
Kea,Industry,Mining,Boiler,Process Heat Steam/Hot Water,PJ,End Use Demand,Fuel Oil,2035,Fossil Fuels,Heating/Cooling,8.37024952344105e-5
Kea,Industry,Mining,Boiler,Process Heat Steam/Hot Water,PJ,End Use Demand,Fuel Oil,2040,Fossil Fuels,Heating/Cooling,5.298048e-5
Kea,Industry,Mining,Boiler,Process Heat Steam/Hot Water,PJ,End Use Demand,Fuel Oil,2045,Fossil Fuels,Heating/Cooling,0
Kea,Industry,Mining,Boiler,Process Heat Steam/Hot Water,PJ,End Use Demand,Fuel Oil,2050,Fossil Fuels,Heating/Cooling,0
Kea,Industry,Mining,Boiler,Process Heat Steam/Hot Water,PJ,End Use Demand,Fuel Oil,2055,Fossil Fuels,Heating/Cooling,0
Kea,Industry,Mining,Boiler,Process Heat Steam/Hot Water,PJ,End Use Demand,Fuel Oil,2060,Fossil Fuels,Heating/Cooling,0
Kea,Industry,Mining,Boiler,Process Heat Steam/Hot Water,PJ,End Use Demand,Natural Gas,2018,Fossil Fuels,Heating/Cooling,0.1388000000000001
Kea,Industry,Mining,Boiler,Process Heat Steam/Hot Water,PJ,End Use Demand,Natural Gas,2025,Fossil Fuels,Heating/Cooling,0.17370000000000002
Kea,Industry,Mining,Boiler,Process Heat Steam/Hot Water,PJ,End Use Demand,Natural Gas,2030,Fossil Fuels,Heating/Cooling,0.17476000000000003
Kea,Industry,Mining,Boiler,Process Heat Steam/Hot Water,PJ,End Use Demand,Natural Gas,2035,Fossil Fuels,Heating/Cooling,0.14913759999999993
Kea,Industry,Mining,Boiler,Process Heat Steam/Hot Water,PJ,End Use Demand,Natural Gas,2040,Fossil Fuels,Heating/Cooling,0.12312009635831309
Kea,Industry,Mining,Boiler,Process Heat Steam/Hot Water,PJ,End Use Demand,Natural Gas,2045,Fossil Fuels,Heating/Cooling,0.05913547938772568
Kea,Industry,Mining,Boiler,Process Heat Steam/Hot Water,PJ,End Use Demand,Natural Gas,2050,Fossil Fuels,Heating/Cooling,0.0345287344426605
Kea,Industry,Mining,Boiler,Process Heat Steam/Hot Water,PJ,End Use Demand,Natural Gas,2055,Fossil Fuels,Heating/Cooling,0.05440000000000009
Kea,Industry,Mining,Boiler,Process Heat Steam/Hot Water,PJ,End Use Demand,Natural Gas,2060,Fossil Fuels,Heating/Cooling,0.05946000000000008
Kea,Industry,Mining,Boiler,Process Heat Steam/Hot Water,PJ,End Use Demand,Wood,2018,Renewables (direct use),Heating/Cooling,0
Kea,Industry,Mining,Boiler,Process Heat Steam/Hot Water,PJ,End Use Demand,Wood,2025,Renewables (direct use),Heating/Cooling,7.99999999999978e-4
Kea,Industry,Mining,Boiler,Process Heat Steam/Hot Water,PJ,End Use Demand,Wood,2030,Renewables (direct use),Heating/Cooling,0.0049347821150021376
Kea,Industry,Mining,Boiler,Process Heat Steam/Hot Water,PJ,End Use Demand,Wood,2035,Renewables (direct use),Heating/Cooling,0.04437869750476554
Kea,Industry,Mining,Boiler,Process Heat Steam/Hot Water,PJ,End Use Demand,Wood,2040,Renewables (direct use),Heating/Cooling,0.08532692316168673
Kea,Industry,Mining,Boiler,Process Heat Steam/Hot Water,PJ,End Use Demand,Wood,2045,Renewables (direct use),Heating/Cooling,0.16866452061227433
Kea,Industry,Mining,Boiler,Process Heat Steam/Hot Water,PJ,End Use Demand,Wood,2050,Renewables (direct use),Heating/Cooling,0.21447126555733945
Kea,Industry,Mining,Boiler,Process Heat Steam/Hot Water,PJ,End Use Demand,Wood,2055,Renewables (direct use),Heating/Cooling,0.21759999999999996
Kea,Industry,Mining,Boiler,Process Heat Steam/Hot Water,PJ,End Use Demand,Wood,2060,Renewables (direct use),Heating/Cooling,0.23783999999999994
Kea,Industry,Mining,Boiler,Process Heat Steam/Hot Water,PJ,Fuel Consumption,Fuel Oil,2018,Fossil Fuels,Heating/Cooling,0.02494117647058823
Kea,Industry,Mining,Boiler,Process Heat Steam/Hot Water,PJ,Fuel Consumption,Fuel Oil,2025,Fossil Fuels,Heating/Cooling,0
Kea,Industry,Mining,Boiler,Process Heat Steam/Hot Water,PJ,Fuel Consumption,Fuel Oil,2030,Fossil Fuels,Heating/Cooling,1.23785747056267e-4
Kea,Industry,Mining,Boiler,Process Heat Steam/Hot Water,PJ,Fuel Consumption,Fuel Oil,2035,Fossil Fuels,Heating/Cooling,9.84735238051888e-5
Kea,Industry,Mining,Boiler,Process Heat Steam/Hot Water,PJ,Fuel Consumption,Fuel Oil,2040,Fossil Fuels,Heating/Cooling,6.23299764705882e-5
Kea,Industry,Mining,Boiler,Process Heat Steam/Hot Water,PJ,Fuel Consumption,Fuel Oil,2045,Fossil Fuels,Heating/Cooling,0
Kea,Industry,Mining,Boiler,Process Heat Steam/Hot Water,PJ,Fuel Consumption,Fuel Oil,2050,Fossil Fuels,Heating/Cooling,0
Kea,Industry,Mining,Boiler,Process Heat Steam/Hot Water,PJ,Fuel Consumption,Fuel Oil,2055,Fossil Fuels,Heating/Cooling,0
Kea,Industry,Mining,Boiler,Process Heat Steam/Hot Water,PJ,Fuel Consumption,Fuel Oil,2060,Fossil Fuels,Heating/Cooling,0
