scen,Sector,Subsector,Technology,Enduse,Unit,Parameters,Fuel,Period,FuelGroup,Technology_Group,Value
Kea,Commercial,Office Blocks,Boiler,Space Heating,Mt CO<sub>2</sub>/yr,Emissions,Coal,2045,Fossil Fuels,Heating/Cooling,0.0000000000
Kea,Commercial,Office Blocks,Boiler,Space Heating,Mt CO<sub>2</sub>/yr,Emissions,Coal,2050,Fossil Fuels,Heating/Cooling,0.0000000000
Kea,Commercial,Office Blocks,Boiler,Space Heating,Mt CO<sub>2</sub>/yr,Emissions,Coal,2055,Fossil Fuels,Heating/Cooling,0.0000000000
Kea,Commercial,Office Blocks,Boiler,Space Heating,Mt CO<sub>2</sub>/yr,Emissions,Coal,2060,Fossil Fuels,Heating/Cooling,0.0000000000
Kea,Commercial,Office Blocks,Boiler,Space Heating,Mt CO<sub>2</sub>/yr,Emissions,Diesel,2018,Fossil Fuels,Heating/Cooling,0.0964727888
Kea,Commercial,Office Blocks,Boiler,Space Heating,Mt CO<sub>2</sub>/yr,Emissions,Diesel,2025,Fossil Fuels,Heating/Cooling,0.0694841134
Kea,Commercial,Office Blocks,Boiler,Space Heating,Mt CO<sub>2</sub>/yr,Emissions,Diesel,2030,Fossil Fuels,Heating/Cooling,0.0501829708
Kea,Commercial,Office Blocks,Boiler,Space Heating,Mt CO<sub>2</sub>/yr,Emissions,Diesel,2035,Fossil Fuels,Heating/Cooling,0.0308818282
Kea,Commercial,Office Blocks,Boiler,Space Heating,Mt CO<sub>2</sub>/yr,Emissions,Diesel,2040,Fossil Fuels,Heating/Cooling,0.0115806856
Kea,Commercial,Office Blocks,Boiler,Space Heating,Mt CO<sub>2</sub>/yr,Emissions,Diesel,2045,Fossil Fuels,Heating/Cooling,0.0000000000
Kea,Commercial,Office Blocks,Boiler,Space Heating,Mt CO<sub>2</sub>/yr,Emissions,Diesel,2050,Fossil Fuels,Heating/Cooling,0.0000000000
Kea,Commercial,Office Blocks,Boiler,Space Heating,Mt CO<sub>2</sub>/yr,Emissions,Diesel,2055,Fossil Fuels,Heating/Cooling,0.0000000000
Kea,Commercial,Office Blocks,Boiler,Space Heating,Mt CO<sub>2</sub>/yr,Emissions,Diesel,2060,Fossil Fuels,Heating/Cooling,0.0000000000
Kea,Commercial,Office Blocks,Boiler,Space Heating,Mt CO<sub>2</sub>/yr,Emissions,Fuel Oil,2018,Fossil Fuels,Heating/Cooling,0.0021547369
Kea,Commercial,Office Blocks,Boiler,Space Heating,Mt CO<sub>2</sub>/yr,Emissions,Fuel Oil,2025,Fossil Fuels,Heating/Cooling,0.0015514106
Kea,Commercial,Office Blocks,Boiler,Space Heating,Mt CO<sub>2</sub>/yr,Emissions,Fuel Oil,2030,Fossil Fuels,Heating/Cooling,0.0011204632
Kea,Commercial,Office Blocks,Boiler,Space Heating,Mt CO<sub>2</sub>/yr,Emissions,Fuel Oil,2035,Fossil Fuels,Heating/Cooling,0.0006895158
Kea,Commercial,Office Blocks,Boiler,Space Heating,Mt CO<sub>2</sub>/yr,Emissions,Fuel Oil,2040,Fossil Fuels,Heating/Cooling,0.0002585684
Kea,Commercial,Office Blocks,Boiler,Space Heating,Mt CO<sub>2</sub>/yr,Emissions,Fuel Oil,2045,Fossil Fuels,Heating/Cooling,0.0000000000
Kea,Commercial,Office Blocks,Boiler,Space Heating,Mt CO<sub>2</sub>/yr,Emissions,Fuel Oil,2050,Fossil Fuels,Heating/Cooling,0.0000000000
Kea,Commercial,Office Blocks,Boiler,Space Heating,Mt CO<sub>2</sub>/yr,Emissions,Fuel Oil,2055,Fossil Fuels,Heating/Cooling,0.0000000000
Kea,Commercial,Office Blocks,Boiler,Space Heating,Mt CO<sub>2</sub>/yr,Emissions,Fuel Oil,2060,Fossil Fuels,Heating/Cooling,0.0000000000
Kea,Commercial,Office Blocks,Boiler,Space Heating,Mt CO<sub>2</sub>/yr,Emissions,Natural Gas,2018,Fossil Fuels,Heating/Cooling,0.0593600497
Kea,Commercial,Office Blocks,Boiler,Space Heating,Mt CO<sub>2</sub>/yr,Emissions,Natural Gas,2025,Fossil Fuels,Heating/Cooling,0.1374919089
Kea,Commercial,Office Blocks,Boiler,Space Heating,Mt CO<sub>2</sub>/yr,Emissions,Natural Gas,2030,Fossil Fuels,Heating/Cooling,0.1417888332
Kea,Commercial,Office Blocks,Boiler,Space Heating,Mt CO<sub>2</sub>/yr,Emissions,Natural Gas,2035,Fossil Fuels,Heating/Cooling,0.1411302794
Kea,Commercial,Office Blocks,Boiler,Space Heating,Mt CO<sub>2</sub>/yr,Emissions,Natural Gas,2040,Fossil Fuels,Heating/Cooling,0.1440176056
Kea,Commercial,Office Blocks,Boiler,Space Heating,Mt CO<sub>2</sub>/yr,Emissions,Natural Gas,2045,Fossil Fuels,Heating/Cooling,0.1526757736
Kea,Commercial,Office Blocks,Boiler,Space Heating,Mt CO<sub>2</sub>/yr,Emissions,Natural Gas,2050,Fossil Fuels,Heating/Cooling,0.1699366088
Kea,Commercial,Office Blocks,Boiler,Space Heating,Mt CO<sub>2</sub>/yr,Emissions,Natural Gas,2055,Fossil Fuels,Heating/Cooling,0.1891491122
Kea,Commercial,Office Blocks,Boiler,Space Heating,Mt CO<sub>2</sub>/yr,Emissions,Natural Gas,2060,Fossil Fuels,Heating/Cooling,0.2105335259
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,End Use Demand,Coal,2018,Fossil Fuels,Heating/Cooling,0.0385352610
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,End Use Demand,Coal,2025,Fossil Fuels,Heating/Cooling,0.0277453879
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,End Use Demand,Coal,2030,Fossil Fuels,Heating/Cooling,0.0200383357
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,End Use Demand,Coal,2035,Fossil Fuels,Heating/Cooling,0.0123312835
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,End Use Demand,Coal,2040,Fossil Fuels,Heating/Cooling,0.0046242313
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,End Use Demand,Coal,2045,Fossil Fuels,Heating/Cooling,0.0000000000
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,End Use Demand,Coal,2050,Fossil Fuels,Heating/Cooling,0.0000000000
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,End Use Demand,Coal,2055,Fossil Fuels,Heating/Cooling,0.0000000000
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,End Use Demand,Coal,2060,Fossil Fuels,Heating/Cooling,0.0000000000
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,End Use Demand,Diesel,2018,Fossil Fuels,Heating/Cooling,1.1766662435
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,End Use Demand,Diesel,2025,Fossil Fuels,Heating/Cooling,0.8474888270
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,End Use Demand,Diesel,2030,Fossil Fuels,Heating/Cooling,0.6120752639
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,End Use Demand,Diesel,2035,Fossil Fuels,Heating/Cooling,0.3766617009
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,End Use Demand,Diesel,2040,Fossil Fuels,Heating/Cooling,0.1412481378
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,End Use Demand,Diesel,2045,Fossil Fuels,Heating/Cooling,0.0000000000
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,End Use Demand,Diesel,2050,Fossil Fuels,Heating/Cooling,0.0000000000
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,End Use Demand,Diesel,2055,Fossil Fuels,Heating/Cooling,0.0000000000
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,End Use Demand,Diesel,2060,Fossil Fuels,Heating/Cooling,0.0000000000
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,End Use Demand,Electricity,2018,Electricity,Heating/Cooling,0.0000000000
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,End Use Demand,Electricity,2025,Electricity,Heating/Cooling,0.8474482000
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,End Use Demand,Electricity,2030,Electricity,Heating/Cooling,0.9161712000
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,End Use Demand,Electricity,2035,Electricity,Heating/Cooling,1.5131851500
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,End Use Demand,Electricity,2040,Electricity,Heating/Cooling,2.2613934000
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,End Use Demand,Electricity,2045,Electricity,Heating/Cooling,3.1526125000
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,End Use Demand,Electricity,2050,Electricity,Heating/Cooling,4.2108396000
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,End Use Demand,Electricity,2055,Electricity,Heating/Cooling,4.6869036000
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,End Use Demand,Electricity,2060,Electricity,Heating/Cooling,5.2167855000
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,End Use Demand,Fuel Oil,2018,Fossil Fuels,Heating/Cooling,0.0248248392
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,End Use Demand,Fuel Oil,2025,Fossil Fuels,Heating/Cooling,0.0178738842
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,End Use Demand,Fuel Oil,2030,Fossil Fuels,Heating/Cooling,0.0129089164
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,End Use Demand,Fuel Oil,2035,Fossil Fuels,Heating/Cooling,0.0079439485
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,End Use Demand,Fuel Oil,2040,Fossil Fuels,Heating/Cooling,0.0029789807
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,End Use Demand,Fuel Oil,2045,Fossil Fuels,Heating/Cooling,0.0000000000
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,End Use Demand,Fuel Oil,2050,Fossil Fuels,Heating/Cooling,0.0000000000
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,End Use Demand,Fuel Oil,2055,Fossil Fuels,Heating/Cooling,0.0000000000
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,End Use Demand,Fuel Oil,2060,Fossil Fuels,Heating/Cooling,0.0000000000
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,End Use Demand,Natural Gas,2018,Fossil Fuels,Heating/Cooling,0.9350637925
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,End Use Demand,Natural Gas,2025,Fossil Fuels,Heating/Cooling,2.1658288096
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,End Use Demand,Natural Gas,2030,Fossil Fuels,Heating/Cooling,2.2335157189
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,End Use Demand,Natural Gas,2035,Fossil Fuels,Heating/Cooling,2.2231419110
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,End Use Demand,Natural Gas,2040,Fossil Fuels,Heating/Cooling,2.2686242541
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,End Use Demand,Natural Gas,2045,Fossil Fuels,Heating/Cooling,2.4050112600
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,End Use Demand,Natural Gas,2050,Fossil Fuels,Heating/Cooling,2.6769109980
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,End Use Demand,Natural Gas,2055,Fossil Fuels,Heating/Cooling,2.9795542140
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,End Use Demand,Natural Gas,2060,Fossil Fuels,Heating/Cooling,3.3164102490
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,Fuel Consumption,Coal,2018,Fossil Fuels,Heating/Cooling,0.0513803480
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,Fuel Consumption,Coal,2025,Fossil Fuels,Heating/Cooling,0.0369938506
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,Fuel Consumption,Coal,2030,Fossil Fuels,Heating/Cooling,0.0267177810
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,Fuel Consumption,Coal,2035,Fossil Fuels,Heating/Cooling,0.0164417114
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,Fuel Consumption,Coal,2040,Fossil Fuels,Heating/Cooling,0.0061656418
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,Fuel Consumption,Coal,2045,Fossil Fuels,Heating/Cooling,0.0000000000
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,Fuel Consumption,Coal,2050,Fossil Fuels,Heating/Cooling,0.0000000000
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,Fuel Consumption,Coal,2055,Fossil Fuels,Heating/Cooling,0.0000000000
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,Fuel Consumption,Coal,2060,Fossil Fuels,Heating/Cooling,0.0000000000
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,Fuel Consumption,Diesel,2018,Fossil Fuels,Heating/Cooling,1.3843132277
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,Fuel Consumption,Diesel,2025,Fossil Fuels,Heating/Cooling,0.9970456788
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,Fuel Consumption,Diesel,2030,Fossil Fuels,Heating/Cooling,0.7200885458
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,Fuel Consumption,Diesel,2035,Fossil Fuels,Heating/Cooling,0.4431314128
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,Fuel Consumption,Diesel,2040,Fossil Fuels,Heating/Cooling,0.1661742798
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,Fuel Consumption,Diesel,2045,Fossil Fuels,Heating/Cooling,0.0000000000
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,Fuel Consumption,Diesel,2050,Fossil Fuels,Heating/Cooling,0.0000000000
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,Fuel Consumption,Diesel,2055,Fossil Fuels,Heating/Cooling,0.0000000000
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,Fuel Consumption,Diesel,2060,Fossil Fuels,Heating/Cooling,0.0000000000
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,Fuel Consumption,Electricity,2018,Electricity,Heating/Cooling,0.0000000000
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,Fuel Consumption,Electricity,2025,Electricity,Heating/Cooling,0.8560082828
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,Fuel Consumption,Electricity,2030,Electricity,Heating/Cooling,0.9254254545
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,Fuel Consumption,Electricity,2035,Electricity,Heating/Cooling,1.5284698485
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,Fuel Consumption,Electricity,2040,Electricity,Heating/Cooling,2.2842357576
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,Fuel Consumption,Electricity,2045,Electricity,Heating/Cooling,3.1844570707
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,Fuel Consumption,Electricity,2050,Electricity,Heating/Cooling,4.2533733333
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,Fuel Consumption,Electricity,2055,Electricity,Heating/Cooling,4.7342460606
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,Fuel Consumption,Electricity,2060,Electricity,Heating/Cooling,5.2694803030
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,Fuel Consumption,Fuel Oil,2018,Fossil Fuels,Heating/Cooling,0.0295533800
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,Fuel Consumption,Fuel Oil,2025,Fossil Fuels,Heating/Cooling,0.0212784336
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,Fuel Consumption,Fuel Oil,2030,Fossil Fuels,Heating/Cooling,0.0153677576
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,Fuel Consumption,Fuel Oil,2035,Fossil Fuels,Heating/Cooling,0.0094570816
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,Fuel Consumption,Fuel Oil,2040,Fossil Fuels,Heating/Cooling,0.0035464056
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,Fuel Consumption,Fuel Oil,2045,Fossil Fuels,Heating/Cooling,0.0000000000
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,Fuel Consumption,Fuel Oil,2050,Fossil Fuels,Heating/Cooling,0.0000000000
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,Fuel Consumption,Fuel Oil,2055,Fossil Fuels,Heating/Cooling,0.0000000000
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,Fuel Consumption,Fuel Oil,2060,Fossil Fuels,Heating/Cooling,0.0000000000
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,Fuel Consumption,Natural Gas,2018,Fossil Fuels,Heating/Cooling,1.1000750500
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,Fuel Consumption,Natural Gas,2025,Fossil Fuels,Heating/Cooling,2.5480338937
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,Fuel Consumption,Natural Gas,2030,Fossil Fuels,Heating/Cooling,2.6276655516
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,Fuel Consumption,Natural Gas,2035,Fossil Fuels,Heating/Cooling,2.6154610718
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,Fuel Consumption,Natural Gas,2040,Fossil Fuels,Heating/Cooling,2.6689697107
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,Fuel Consumption,Natural Gas,2045,Fossil Fuels,Heating/Cooling,2.8294250118
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,Fuel Consumption,Natural Gas,2050,Fossil Fuels,Heating/Cooling,3.1493070565
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,Fuel Consumption,Natural Gas,2055,Fossil Fuels,Heating/Cooling,3.5053578988
Kea,Commercial,Office Blocks,Boiler,Space Heating,PJ,Fuel Consumption,Natural Gas,2060,Fossil Fuels,Heating/Cooling,3.9016591165
Kea,Commercial,Office Blocks,Boiler,Water Heating,Mt CO<sub>2</sub>/yr,Emissions,Coal,2018,Fossil Fuels,Heating/Cooling,0.0000335778
Kea,Commercial,Office Blocks,Boiler,Water Heating,Mt CO<sub>2</sub>/yr,Emissions,Coal,2025,Fossil Fuels,Heating/Cooling,0.0000241760
Kea,Commercial,Office Blocks,Boiler,Water Heating,Mt CO<sub>2</sub>/yr,Emissions,Coal,2030,Fossil Fuels,Heating/Cooling,0.0000174605
Kea,Commercial,Office Blocks,Boiler,Water Heating,Mt CO<sub>2</sub>/yr,Emissions,Coal,2035,Fossil Fuels,Heating/Cooling,0.0000107449
Kea,Commercial,Office Blocks,Boiler,Water Heating,Mt CO<sub>2</sub>/yr,Emissions,Coal,2040,Fossil Fuels,Heating/Cooling,0.0000040293
Kea,Commercial,Office Blocks,Boiler,Water Heating,Mt CO<sub>2</sub>/yr,Emissions,Coal,2045,Fossil Fuels,Heating/Cooling,0.0000000000
Kea,Commercial,Office Blocks,Boiler,Water Heating,Mt CO<sub>2</sub>/yr,Emissions,Coal,2050,Fossil Fuels,Heating/Cooling,0.0000000000
Kea,Commercial,Office Blocks,Boiler,Water Heating,Mt CO<sub>2</sub>/yr,Emissions,Coal,2055,Fossil Fuels,Heating/Cooling,0.0000000000
Kea,Commercial,Office Blocks,Boiler,Water Heating,Mt CO<sub>2</sub>/yr,Emissions,Coal,2060,Fossil Fuels,Heating/Cooling,0.0000000000
Kea,Commercial,Office Blocks,Boiler,Water Heating,Mt CO<sub>2</sub>/yr,Emissions,Fuel Oil,2018,Fossil Fuels,Heating/Cooling,0.0000000000
Kea,Commercial,Office Blocks,Boiler,Water Heating,Mt CO<sub>2</sub>/yr,Emissions,Fuel Oil,2025,Fossil Fuels,Heating/Cooling,0.0000196588
Kea,Commercial,Office Blocks,Boiler,Water Heating,Mt CO<sub>2</sub>/yr,Emissions,Fuel Oil,2030,Fossil Fuels,Heating/Cooling,0.0000187630
Kea,Commercial,Office Blocks,Boiler,Water Heating,Mt CO<sub>2</sub>/yr,Emissions,Fuel Oil,2035,Fossil Fuels,Heating/Cooling,0.0000155271
Kea,Commercial,Office Blocks,Boiler,Water Heating,Mt CO<sub>2</sub>/yr,Emissions,Fuel Oil,2040,Fossil Fuels,Heating/Cooling,0.0000108554
Kea,Commercial,Office Blocks,Boiler,Water Heating,Mt CO<sub>2</sub>/yr,Emissions,Fuel Oil,2045,Fossil Fuels,Heating/Cooling,0.0000056339
Kea,Commercial,Office Blocks,Boiler,Water Heating,Mt CO<sub>2</sub>/yr,Emissions,Fuel Oil,2050,Fossil Fuels,Heating/Cooling,0.0000000000
Kea,Commercial,Office Blocks,Boiler,Water Heating,Mt CO<sub>2</sub>/yr,Emissions,Fuel Oil,2055,Fossil Fuels,Heating/Cooling,0.0000000000
Kea,Commercial,Office Blocks,Boiler,Water Heating,Mt CO<sub>2</sub>/yr,Emissions,Fuel Oil,2060,Fossil Fuels,Heating/Cooling,0.0000000000
Kea,Commercial,Office Blocks,Boiler,Water Heating,Mt CO<sub>2</sub>/yr,Emissions,LPG,2018,Fossil Fuels,Heating/Cooling,0.0000000000
Kea,Commercial,Office Blocks,Boiler,Water Heating,Mt CO<sub>2</sub>/yr,Emissions,LPG,2025,Fossil Fuels,Heating/Cooling,0.0062021797
Kea,Commercial,Office Blocks,Boiler,Water Heating,Mt CO<sub>2</sub>/yr,Emissions,LPG,2030,Fossil Fuels,Heating/Cooling,0.0067051422
Kea,Commercial,Office Blocks,Boiler,Water Heating,Mt CO<sub>2</sub>/yr,Emissions,LPG,2035,Fossil Fuels,Heating/Cooling,0.0073829890
Kea,Commercial,Office Blocks,Boiler,Water Heating,Mt CO<sub>2</sub>/yr,Emissions,LPG,2040,Fossil Fuels,Heating/Cooling,0.0082751776
Kea,Commercial,Office Blocks,Boiler,Water Heating,Mt CO<sub>2</sub>/yr,Emissions,LPG,2045,Fossil Fuels,Heating/Cooling,0.0092291540
Kea,Commercial,Office Blocks,Boiler,Water Heating,Mt CO<sub>2</sub>/yr,Emissions,LPG,2050,Fossil Fuels,Heating/Cooling,0.0077066902
Kea,Commercial,Office Blocks,Boiler,Water Heating,Mt CO<sub>2</sub>/yr,Emissions,LPG,2055,Fossil Fuels,Heating/Cooling,0.0114339390
Kea,Commercial,Office Blocks,Boiler,Water Heating,Mt CO<sub>2</sub>/yr,Emissions,LPG,2060,Fossil Fuels,Heating/Cooling,0.0127266220
Kea,Commercial,Office Blocks,Boiler,Water Heating,Mt CO<sub>2</sub>/yr,Emissions,Natural Gas,2018,Fossil Fuels,Heating/Cooling,0.0000000000
Kea,Commercial,Office Blocks,Boiler,Water Heating,Mt CO<sub>2</sub>/yr,Emissions,Natural Gas,2025,Fossil Fuels,Heating/Cooling,0.0042685217
Kea,Commercial,Office Blocks,Boiler,Water Heating,Mt CO<sub>2</sub>/yr,Emissions,Natural Gas,2030,Fossil Fuels,Heating/Cooling,0.0046146782
Kea,Commercial,Office Blocks,Boiler,Water Heating,Mt CO<sub>2</sub>/yr,Emissions,Natural Gas,2035,Fossil Fuels,Heating/Cooling,0.0050811910
Kea,Commercial,Office Blocks,Boiler,Water Heating,Mt CO<sub>2</sub>/yr,Emissions,Natural Gas,2040,Fossil Fuels,Heating/Cooling,0.0056952241
Kea,Commercial,Office Blocks,Boiler,Water Heating,Mt CO<sub>2</sub>/yr,Emissions,Natural Gas,2045,Fossil Fuels,Heating/Cooling,0.0063517776
Kea,Commercial,Office Blocks,Boiler,Water Heating,Mt CO<sub>2</sub>/yr,Emissions,Natural Gas,2050,Fossil Fuels,Heating/Cooling,0.0070698836
Kea,Commercial,Office Blocks,Boiler,Water Heating,Mt CO<sub>2</sub>/yr,Emissions,Natural Gas,2055,Fossil Fuels,Heating/Cooling,0.0078691772
Kea,Commercial,Office Blocks,Boiler,Water Heating,Mt CO<sub>2</sub>/yr,Emissions,Natural Gas,2060,Fossil Fuels,Heating/Cooling,0.0087588380
Kea,Commercial,Office Blocks,Boiler,Water Heating,PJ,End Use Demand,Coal,2018,Fossil Fuels,Heating/Cooling,0.0002737320
Kea,Commercial,Office Blocks,Boiler,Water Heating,PJ,End Use Demand,Coal,2025,Fossil Fuels,Heating/Cooling,0.0001970870
Kea,Commercial,Office Blocks,Boiler,Water Heating,PJ,End Use Demand,Coal,2030,Fossil Fuels,Heating/Cooling,0.0001423406
Kea,Commercial,Office Blocks,Boiler,Water Heating,PJ,End Use Demand,Coal,2035,Fossil Fuels,Heating/Cooling,0.0000875942
Kea,Commercial,Office Blocks,Boiler,Water Heating,PJ,End Use Demand,Coal,2040,Fossil Fuels,Heating/Cooling,0.0000328478
Kea,Commercial,Office Blocks,Boiler,Water Heating,PJ,End Use Demand,Coal,2045,Fossil Fuels,Heating/Cooling,0.0000000000
Kea,Commercial,Office Blocks,Boiler,Water Heating,PJ,End Use Demand,Coal,2050,Fossil Fuels,Heating/Cooling,0.0000000000
Kea,Commercial,Office Blocks,Boiler,Water Heating,PJ,End Use Demand,Coal,2055,Fossil Fuels,Heating/Cooling,0.0000000000
Kea,Commercial,Office Blocks,Boiler,Water Heating,PJ,End Use Demand,Coal,2060,Fossil Fuels,Heating/Cooling,0.0000000000
Kea,Commercial,Office Blocks,Boiler,Water Heating,PJ,End Use Demand,Electricity,2018,Electricity,Heating/Cooling,0.0000000000
Kea,Commercial,Office Blocks,Boiler,Water Heating,PJ,End Use Demand,Electricity,2025,Electricity,Heating/Cooling,0.0872390000
Kea,Commercial,Office Blocks,Boiler,Water Heating,PJ,End Use Demand,Electricity,2030,Electricity,Heating/Cooling,0.0943136000
Kea,Commercial,Office Blocks,Boiler,Water Heating,PJ,End Use Demand,Electricity,2035,Electricity,Heating/Cooling,0.1298101250
Kea,Commercial,Office Blocks,Boiler,Water Heating,PJ,End Use Demand,Electricity,2040,Electricity,Heating/Cooling,0.1745962500
Kea,Commercial,Office Blocks,Boiler,Water Heating,PJ,End Use Demand,Electricity,2045,Electricity,Heating/Cooling,0.2271780000
Kea,Commercial,Office Blocks,Boiler,Water Heating,PJ,End Use Demand,Electricity,2050,Electricity,Heating/Cooling,0.2889848000
Kea,Commercial,Office Blocks,Boiler,Water Heating,PJ,End Use Demand,Electricity,2055,Electricity,Heating/Cooling,0.3216564000
Kea,Commercial,Office Blocks,Boiler,Water Heating,PJ,End Use Demand,Electricity,2060,Electricity,Heating/Cooling,0.3580218000
Kea,Commercial,Office Blocks,Boiler,Water Heating,PJ,End Use Demand,Fuel Oil,2018,Fossil Fuels,Heating/Cooling,0.0000000000
Kea,Commercial,Office Blocks,Boiler,Water Heating,PJ,End Use Demand,Fuel Oil,2025,Fossil Fuels,Heating/Cooling,0.0002264896
Kea,Commercial,Office Blocks,Boiler,Water Heating,PJ,End Use Demand,Fuel Oil,2030,Fossil Fuels,Heating/Cooling,0.0002161696
Kea,Commercial,Office Blocks,Boiler,Water Heating,PJ,End Use Demand,Fuel Oil,2035,Fossil Fuels,Heating/Cooling,0.0001788884
Kea,Commercial,Office Blocks,Boiler,Water Heating,PJ,End Use Demand,Fuel Oil,2040,Fossil Fuels,Heating/Cooling,0.0001250661
Kea,Commercial,Office Blocks,Boiler,Water Heating,PJ,End Use Demand,Fuel Oil,2045,Fossil Fuels,Heating/Cooling,0.0000649080
Kea,Commercial,Office Blocks,Boiler,Water Heating,PJ,End Use Demand,Fuel Oil,2050,Fossil Fuels,Heating/Cooling,0.0000000000
Kea,Commercial,Office Blocks,Boiler,Water Heating,PJ,End Use Demand,Fuel Oil,2055,Fossil Fuels,Heating/Cooling,0.0000000000
