"Scenario","Sector","Subsector","Technology","Enduse","Unit","Parameters","Fuel","Period","FuelGroup","Technology_Group","Value"
"Kea","Commercial","Other (Commercial)","Hot Water Cylinder","Water Heating","Mt CO<sub>2</sub>/yr","Emissions","Natural Gas","2045","Fossil Fuels","Heating/Cooling","0.000000"
"Kea","Commercial","Other (Commercial)","Hot Water Cylinder","Water Heating","Mt CO<sub>2</sub>/yr","Emissions","Natural Gas","2050","Fossil Fuels","Heating/Cooling","0.000000"
"Kea","Commercial","Other (Commercial)","Hot Water Cylinder","Water Heating","Mt CO<sub>2</sub>/yr","Emissions","Natural Gas","2055","Fossil Fuels","Heating/Cooling","0.000000"
"Kea","Commercial","Other (Commercial)","Hot Water Cylinder","Water Heating","Mt CO<sub>2</sub>/yr","Emissions","Natural Gas","2060","Fossil Fuels","Heating/Cooling","0.000000"
"Kea","Commercial","Other (Commercial)","Hot Water Cylinder","Water Heating","PJ","End Use Demand","Electricity","2018","Electricity","Heating/Cooling","0.090877"
"Kea","Commercial","Other (Commercial)","Hot Water Cylinder","Water Heating","PJ","End Use Demand","Electricity","2025","Electricity","Heating/Cooling","0.043983"
"Kea","Commercial","Other (Commercial)","Hot Water Cylinder","Water Heating","PJ","End Use Demand","Electricity","2030","Electricity","Heating/Cooling","0.018259"
"Kea","Commercial","Other (Commercial)","Hot Water Cylinder","Water Heating","PJ","End Use Demand","Electricity","2035","Electricity","Heating/Cooling","0.000000"
"Kea","Commercial","Other (Commercial)","Hot Water Cylinder","Water Heating","PJ","End Use Demand","Electricity","2040","Electricity","Heating/Cooling","0.000000"
"Kea","Commercial","Other (Commercial)","Hot Water Cylinder","Water Heating","PJ","End Use Demand","Electricity","2045","Electricity","Heating/Cooling","0.000000"
"Kea","Commercial","Other (Commercial)","Hot Water Cylinder","Water Heating","PJ","End Use Demand","Electricity","2050","Electricity","Heating/Cooling","0.000000"
"Kea","Commercial","Other (Commercial)","Hot Water Cylinder","Water Heating","PJ","End Use Demand","Electricity","2055","Electricity","Heating/Cooling","0.000000"
"Kea","Commercial","Other (Commercial)","Hot Water Cylinder","Water Heating","PJ","End Use Demand","Electricity","2060","Electricity","Heating/Cooling","0.000000"
"Kea","Commercial","Other (Commercial)","Hot Water Cylinder","Water Heating","PJ","End Use Demand","Natural Gas","2018","Fossil Fuels","Heating/Cooling","0.033330"
"Kea","Commercial","Other (Commercial)","Hot Water Cylinder","Water Heating","PJ","End Use Demand","Natural Gas","2025","Fossil Fuels","Heating/Cooling","0.017776"
"Kea","Commercial","Other (Commercial)","Hot Water Cylinder","Water Heating","PJ","End Use Demand","Natural Gas","2030","Fossil Fuels","Heating/Cooling","0.006666"
"Kea","Commercial","Other (Commercial)","Hot Water Cylinder","Water Heating","PJ","End Use Demand","Natural Gas","2035","Fossil Fuels","Heating/Cooling","0.000000"
"Kea","Commercial","Other (Commercial)","Hot Water Cylinder","Water Heating","PJ","End Use Demand","Natural Gas","2040","Fossil Fuels","Heating/Cooling","0.000000"
"Kea","Commercial","Other (Commercial)","Hot Water Cylinder","Water Heating","PJ","End Use Demand","Natural Gas","2045","Fossil Fuels","Heating/Cooling","0.000000"
"Kea","Commercial","Other (Commercial)","Hot Water Cylinder","Water Heating","PJ","End Use Demand","Natural Gas","2050","Fossil Fuels","Heating/Cooling","0.000000"
"Kea","Commercial","Other (Commercial)","Hot Water Cylinder","Water Heating","PJ","End Use Demand","Natural Gas","2055","Fossil Fuels","Heating/Cooling","0.000000"
"Kea","Commercial","Other (Commercial)","Hot Water Cylinder","Water Heating","PJ","End Use Demand","Natural Gas","2060","Fossil Fuels","Heating/Cooling","0.000000"
"Kea","Commercial","Other (Commercial)","Hot Water Cylinder","Water Heating","PJ","Fuel Consumption","Electricity","2018","Electricity","Heating/Cooling","0.100975"
"Kea","Commercial","Other (Commercial)","Hot Water Cylinder","Water Heating","PJ","Fuel Consumption","Electricity","2025","Electricity","Heating/Cooling","0.048870"
"Kea","Commercial","Other (Commercial)","Hot Water Cylinder","Water Heating","PJ","Fuel Consumption","Electricity","2030","Electricity","Heating/Cooling","0.020288"
"Kea","Commercial","Other (Commercial)","Hot Water Cylinder","Water Heating","PJ","Fuel Consumption","Electricity","2035","Electricity","Heating/Cooling","0.000000"
"Kea","Commercial","Other (Commercial)","Hot Water Cylinder","Water Heating","PJ","Fuel Consumption","Electricity","2040","Electricity","Heating/Cooling","0.000000"
"Kea","Commercial","Other (Commercial)","Hot Water Cylinder","Water Heating","PJ","Fuel Consumption","Electricity","2045","Electricity","Heating/Cooling","0.000000"
"Kea","Commercial","Other (Commercial)","Hot Water Cylinder","Water Heating","PJ","Fuel Consumption","Electricity","2050","Electricity","Heating/Cooling","0.000000"
"Kea","Commercial","Other (Commercial)","Hot Water Cylinder","Water Heating","PJ","Fuel Consumption","Electricity","2055","Electricity","Heating/Cooling","0.000000"
"Kea","Commercial","Other (Commercial)","Hot Water Cylinder","Water Heating","PJ","Fuel Consumption","Electricity","2060","Electricity","Heating/Cooling","0.000000"
"Kea","Commercial","Other (Commercial)","Hot Water Cylinder","Water Heating","PJ","Fuel Consumption","Natural Gas","2018","Fossil Fuels","Heating/Cooling","0.055550"
"Kea","Commercial","Other (Commercial)","Hot Water Cylinder","Water Heating","PJ","Fuel Consumption","Natural Gas","2025","Fossil Fuels","Heating/Cooling","0.029627"
"Kea","Commercial","Other (Commercial)","Hot Water Cylinder","Water Heating","PJ","Fuel Consumption","Natural Gas","2030","Fossil Fuels","Heating/Cooling","0.011110"
"Kea","Commercial","Other (Commercial)","Hot Water Cylinder","Water Heating","PJ","Fuel Consumption","Natural Gas","2035","Fossil Fuels","Heating/Cooling","0.000000"
"Kea","Commercial","Other (Commercial)","Hot Water Cylinder","Water Heating","PJ","Fuel Consumption","Natural Gas","2040","Fossil Fuels","Heating/Cooling","0.000000"
"Kea","Commercial","Other (Commercial)","Hot Water Cylinder","Water Heating","PJ","Fuel Consumption","Natural Gas","2045","Fossil Fuels","Heating/Cooling","0.000000"
"Kea","Commercial","Other (Commercial)","Hot Water Cylinder","Water Heating","PJ","Fuel Consumption","Natural Gas","2050","Fossil Fuels","Heating/Cooling","0.000000"
"Kea","Commercial","Other (Commercial)","Hot Water Cylinder","Water Heating","PJ","Fuel Consumption","Natural Gas","2055","Fossil Fuels","Heating/Cooling","0.000000"
"Kea","Commercial","Other (Commercial)","Hot Water Cylinder","Water Heating","PJ","Fuel Consumption","Natural Gas","2060","Fossil Fuels","Heating/Cooling","0.000000"
"Kea","Commercial","Other (Commercial)","Instantaneous Water Heater","Water Heating","Mt CO<sub>2</sub>/yr","Emissions","LPG","2018","Fossil Fuels","Heating/Cooling","0.000000"
"Kea","Commercial","Other (Commercial)","Instantaneous Water Heater","Water Heating","Mt CO<sub>2</sub>/yr","Emissions","LPG","2025","Fossil Fuels","Heating/Cooling","0.000000"
"Kea","Commercial","Other (Commercial)","Instantaneous Water Heater","Water Heating","Mt CO<sub>2</sub>/yr","Emissions","LPG","2030","Fossil Fuels","Heating/Cooling","0.000000"
"Kea","Commercial","Other (Commercial)","Instantaneous Water Heater","Water Heating","Mt CO<sub>2</sub>/yr","Emissions","LPG","2035","Fossil Fuels","Heating/Cooling","0.000060"
"Kea","Commercial","Other (Commercial)","Instantaneous Water Heater","Water Heating","Mt CO<sub>2</sub>/yr","Emissions","LPG","2040","Fossil Fuels","Heating/Cooling","0.000067"
"Kea","Commercial","Other (Commercial)","Instantaneous Water Heater","Water Heating","Mt CO<sub>2</sub>/yr","Emissions","LPG","2045","Fossil Fuels","Heating/Cooling","0.000074"
"Kea","Commercial","Other (Commercial)","Instantaneous Water Heater","Water Heating","Mt CO<sub>2</sub>/yr","Emissions","LPG","2050","Fossil Fuels","Heating/Cooling","0.000082"
"Kea","Commercial","Other (Commercial)","Instantaneous Water Heater","Water Heating","Mt CO<sub>2</sub>/yr","Emissions","LPG","2055","Fossil Fuels","Heating/Cooling","0.000092"
"Kea","Commercial","Other (Commercial)","Instantaneous Water Heater","Water Heating","Mt CO<sub>2</sub>/yr","Emissions","LPG","2060","Fossil Fuels","Heating/Cooling","0.000102"
"Kea","Commercial","Other (Commercial)","Instantaneous Water Heater","Water Heating","Mt CO<sub>2</sub>/yr","Emissions","Natural Gas","2018","Fossil Fuels","Heating/Cooling","0.000000"
"Kea","Commercial","Other (Commercial)","Instantaneous Water Heater","Water Heating","Mt CO<sub>2</sub>/yr","Emissions","Natural Gas","2025","Fossil Fuels","Heating/Cooling","0.004506"
"Kea","Commercial","Other (Commercial)","Instantaneous Water Heater","Water Heating","Mt CO<sub>2</sub>/yr","Emissions","Natural Gas","2030","Fossil Fuels","Heating/Cooling","0.004788"
"Kea","Commercial","Other (Commercial)","Instantaneous Water Heater","Water Heating","Mt CO<sub>2</sub>/yr","Emissions","Natural Gas","2035","Fossil Fuels","Heating/Cooling","0.005207"
"Kea","Commercial","Other (Commercial)","Instantaneous Water Heater","Water Heating","Mt CO<sub>2</sub>/yr","Emissions","Natural Gas","2040","Fossil Fuels","Heating/Cooling","0.005792"
"Kea","Commercial","Other (Commercial)","Instantaneous Water Heater","Water Heating","Mt CO<sub>2</sub>/yr","Emissions","Natural Gas","2045","Fossil Fuels","Heating/Cooling","0.006444"
"Kea","Commercial","Other (Commercial)","Instantaneous Water Heater","Water Heating","Mt CO<sub>2</sub>/yr","Emissions","Natural Gas","2050","Fossil Fuels","Heating/Cooling","0.007169"
"Kea","Commercial","Other (Commercial)","Instantaneous Water Heater","Water Heating","Mt CO<sub>2</sub>/yr","Emissions","Natural Gas","2055","Fossil Fuels","Heating/Cooling","0.007975"
"Kea","Commercial","Other (Commercial)","Instantaneous Water Heater","Water Heating","Mt CO<sub>2</sub>/yr","Emissions","Natural Gas","2060","Fossil Fuels","Heating/Cooling","0.008873"
"Kea","Commercial","Other (Commercial)","Instantaneous Water Heater","Water Heating","PJ","End Use Demand","LPG","2018","Fossil Fuels","Heating/Cooling","0.000000"
"Kea","Commercial","Other (Commercial)","Instantaneous Water Heater","Water Heating","PJ","End Use Demand","LPG","2025","Fossil Fuels","Heating/Cooling","0.000000"
"Kea","Commercial","Other (Commercial)","Instantaneous Water Heater","Water Heating","PJ","End Use Demand","LPG","2030","Fossil Fuels","Heating/Cooling","0.000000"
"Kea","Commercial","Other (Commercial)","Instantaneous Water Heater","Water Heating","PJ","End Use Demand","LPG","2035","Fossil Fuels","Heating/Cooling","0.000644"
"Kea","Commercial","Other (Commercial)","Instantaneous Water Heater","Water Heating","PJ","End Use Demand","LPG","2040","Fossil Fuels","Heating/Cooling","0.000716"
"Kea","Commercial","Other (Commercial)","Instantaneous Water Heater","Water Heating","PJ","End Use Demand","LPG","2045","Fossil Fuels","Heating/Cooling","0.000797"
"Kea","Commercial","Other (Commercial)","Instantaneous Water Heater","Water Heating","PJ","End Use Demand","LPG","2050","Fossil Fuels","Heating/Cooling","0.000887"
"Kea","Commercial","Other (Commercial)","Instantaneous Water Heater","Water Heating","PJ","End Use Demand","LPG","2055","Fossil Fuels","Heating/Cooling","0.000986"
"Kea","Commercial","Other (Commercial)","Instantaneous Water Heater","Water Heating","PJ","End Use Demand","LPG","2060","Fossil Fuels","Heating/Cooling","0.001097"
"Kea","Commercial","Other (Commercial)","Instantaneous Water Heater","Water Heating","PJ","End Use Demand","Natural Gas","2018","Fossil Fuels","Heating/Cooling","0.000000"
"Kea","Commercial","Other (Commercial)","Instantaneous Water Heater","Water Heating","PJ","End Use Demand","Natural Gas","2025","Fossil Fuels","Heating/Cooling","0.054280"
"Kea","Commercial","Other (Commercial)","Instantaneous Water Heater","Water Heating","PJ","End Use Demand","Natural Gas","2030","Fossil Fuels","Heating/Cooling","0.057672"
"Kea","Commercial","Other (Commercial)","Instantaneous Water Heater","Water Heating","PJ","End Use Demand","Natural Gas","2035","Fossil Fuels","Heating/Cooling","0.062719"
"Kea","Commercial","Other (Commercial)","Instantaneous Water Heater","Water Heating","PJ","End Use Demand","Natural Gas","2040","Fossil Fuels","Heating/Cooling","0.069774"
"Kea","Commercial","Other (Commercial)","Instantaneous Water Heater","Water Heating","PJ","End Use Demand","Natural Gas","2045","Fossil Fuels","Heating/Cooling","0.077624"
"Kea","Commercial","Other (Commercial)","Instantaneous Water Heater","Water Heating","PJ","End Use Demand","Natural Gas","2050","Fossil Fuels","Heating/Cooling","0.086357"
"Kea","Commercial","Other (Commercial)","Instantaneous Water Heater","Water Heating","PJ","End Use Demand","Natural Gas","2055","Fossil Fuels","Heating/Cooling","0.096072"
"Kea","Commercial","Other (Commercial)","Instantaneous Water Heater","Water Heating","PJ","End Use Demand","Natural Gas","2060","Fossil Fuels","Heating/Cooling","0.106880"
"Kea","Commercial","Other (Commercial)","Instantaneous Water Heater","Water Heating","PJ","Fuel Consumption","LPG","2018","Fossil Fuels","Heating/Cooling","0.000000"
"Kea","Commercial","Other (Commercial)","Instantaneous Water Heater","Water Heating","PJ","Fuel Consumption","LPG","2025","Fossil Fuels","Heating/Cooling","0.000000"
"Kea","Commercial","Other (Commercial)","Instantaneous Water Heater","Water Heating","PJ","Fuel Consumption","LPG","2030","Fossil Fuels","Heating/Cooling","0.000000"
"Kea","Commercial","Other (Commercial)","Instantaneous Water Heater","Water Heating","PJ","Fuel Consumption","LPG","2035","Fossil Fuels","Heating/Cooling","0.000991"
"Kea","Commercial","Other (Commercial)","Instantaneous Water Heater","Water Heating","PJ","Fuel Consumption","LPG","2040","Fossil Fuels","Heating/Cooling","0.001102"
"Kea","Commercial","Other (Commercial)","Instantaneous Water Heater","Water Heating","PJ","Fuel Consumption","LPG","2045","Fossil Fuels","Heating/Cooling","0.001226"
"Kea","Commercial","Other (Commercial)","Instantaneous Water Heater","Water Heating","PJ","Fuel Consumption","LPG","2050","Fossil Fuels","Heating/Cooling","0.001364"
"Kea","Commercial","Other (Commercial)","Instantaneous Water Heater","Water Heating","PJ","Fuel Consumption","LPG","2055","Fossil Fuels","Heating/Cooling","0.001517"
"Kea","Commercial","Other (Commercial)","Instantaneous Water Heater","Water Heating","PJ","Fuel Consumption","LPG","2060","Fossil Fuels","Heating/Cooling","0.001688"
"Kea","Commercial","Other (Commercial)","Instantaneous Water Heater","Water Heating","PJ","Fuel Consumption","Natural Gas","2018","Fossil Fuels","Heating/Cooling","0.000000"
"Kea","Commercial","Other (Commercial)","Instantaneous Water Heater","Water Heating","PJ","Fuel Consumption","Natural Gas","2025","Fossil Fuels","Heating/Cooling","0.083507"
"Kea","Commercial","Other (Commercial)","Instantaneous Water Heater","Water Heating","PJ","Fuel Consumption","Natural Gas","2030","Fossil Fuels","Heating/Cooling","0.088727"
"Kea","Commercial","Other (Commercial)","Instantaneous Water Heater","Water Heating","PJ","Fuel Consumption","Natural Gas","2035","Fossil Fuels","Heating/Cooling","0.096490"
"Kea","Commercial","Other (Commercial)","Instantaneous Water Heater","Water Heating","PJ","Fuel Consumption","Natural Gas","2040","Fossil Fuels","Heating/Cooling","0.107345"
"Kea","Commercial","Other (Commercial)","Instantaneous Water Heater","Water Heating","PJ","Fuel Consumption","Natural Gas","2045","Fossil Fuels","Heating/Cooling","0.119422"
"Kea","Commercial","Other (Commercial)","Instantaneous Water Heater","Water Heating","PJ","Fuel Consumption","Natural Gas","2050","Fossil Fuels","Heating/Cooling","0.132857"
"Kea","Commercial","Other (Commercial)","Instantaneous Water Heater","Water Heating","PJ","Fuel Consumption","Natural Gas","2055","Fossil Fuels","Heating/Cooling","0.147803"
"Kea","Commercial","Other (Commercial)","Instantaneous Water Heater","Water Heating","PJ","Fuel Consumption","Natural Gas","2060","Fossil Fuels","Heating/Cooling","0.164431"
"Kea","Commercial","Other (Commercial)","Lights (Fluorescent)","Lighting","PJ","End Use Demand","Electricity","2018","Electricity","Electronics and Lighting","0.093799"
"Kea","Commercial","Other (Commercial)","Lights (Fluorescent)","Lighting","PJ","End Use Demand","Electricity","2025","Electricity","Electronics and Lighting","0.000000"
"Kea","Commercial","Other (Commercial)","Lights (Fluorescent)","Lighting","PJ","End Use Demand","Electricity","2030","Electricity","Electronics and Lighting","0.000000"
"Kea","Commercial","Other (Commercial)","Lights (Fluorescent)","Lighting","PJ","End Use Demand","Electricity","2035","Electricity","Electronics and Lighting","0.000000"
"Kea","Commercial","Other (Commercial)","Lights (Fluorescent)","Lighting","PJ","End Use Demand","Electricity","2040","Electricity","Electronics and Lighting","0.000000"
"Kea","Commercial","Other (Commercial)","Lights (Fluorescent)","Lighting","PJ","End Use Demand","Electricity","2045","Electricity","Electronics and Lighting","0.000000"
"Kea","Commercial","Other (Commercial)","Lights (Fluorescent)","Lighting","PJ","End Use Demand","Electricity","2050","Electricity","Electronics and Lighting","0.000000"
"Kea","Commercial","Other (Commercial)","Lights (Fluorescent)","Lighting","PJ","End Use Demand","Electricity","2055","Electricity","Electronics and Lighting","0.000000"
"Kea","Commercial","Other (Commercial)","Lights (Fluorescent)","Lighting","PJ","End Use Demand","Electricity","2060","Electricity","Electronics and Lighting","0.000000"
"Kea","Commercial","Other (Commercial)","Lights (Fluorescent)","Lighting","PJ","Fuel Consumption","Electricity","2018","Electricity","Electronics and Lighting","0.694806"
"Kea","Commercial","Other (Commercial)","Lights (Fluorescent)","Lighting","PJ","Fuel Consumption","Electricity","2025","Electricity","Electronics and Lighting","0.000000"
"Kea","Commercial","Other (Commercial)","Lights (Fluorescent)","Lighting","PJ","Fuel Consumption","Electricity","2030","Electricity","Electronics and Lighting","0.000000"
"Kea","Commercial","Other (Commercial)","Lights (Fluorescent)","Lighting","PJ","Fuel Consumption","Electricity","2035","Electricity","Electronics and Lighting","0.000000"
"Kea","Commercial","Other (Commercial)","Lights (Fluorescent)","Lighting","PJ","Fuel Consumption","Electricity","2040","Electricity","Electronics and Lighting","0.000000"
"Kea","Commercial","Other (Commercial)","Lights (Fluorescent)","Lighting","PJ","Fuel Consumption","Electricity","2045","Electricity","Electronics and Lighting","0.000000"
"Kea","Commercial","Other (Commercial)","Lights (Fluorescent)","Lighting","PJ","Fuel Consumption","Electricity","2050","Electricity","Electronics and Lighting","0.000000"
"Kea","Commercial","Other (Commercial)","Lights (Fluorescent)","Lighting","PJ","Fuel Consumption","Electricity","2055","Electricity","Electronics and Lighting","0.000000"
"Kea","Commercial","Other (Commercial)","Lights (Fluorescent)","Lighting","PJ","Fuel Consumption","Electricity","2060","Electricity","Electronics and Lighting","0.000000"
"Kea","Commercial","Other (Commercial)","Lights (LED)","Lighting","PJ","End Use Demand","Electricity","2018","Electricity","Electronics and Lighting","0.039201"
"Kea","Commercial","Other (Commercial)","Lights (LED)","Lighting","PJ","End Use Demand","Electricity","2025","Electricity","Electronics and Lighting","0.148239"
"Kea","Commercial","Other (Commercial)","Lights (LED)","Lighting","PJ","End Use Demand","Electricity","2030","Electricity","Electronics and Lighting","0.157503"
"Kea","Commercial","Other (Commercial)","Lights (LED)","Lighting","PJ","End Use Demand","Electricity","2035","Electricity","Electronics and Lighting","0.171285"
"Kea","Commercial","Other (Commercial)","Lights (LED)","Lighting","PJ","End Use Demand","Electricity","2040","Electricity","Electronics and Lighting","0.190554"
"Kea","Commercial","Other (Commercial)","Lights (LED)","Lighting","PJ","End Use Demand","Electricity","2045","Electricity","Electronics and Lighting","0.211992"
"Kea","Commercial","Other (Commercial)","Lights (LED)","Lighting","PJ","End Use Demand","Electricity","2050","Electricity","Electronics and Lighting","0.235840"
"Kea","Commercial","Other (Commercial)","Lights (LED)","Lighting","PJ","End Use Demand","Electricity","2055","Electricity","Electronics and Lighting","0.262373"
"Kea","Commercial","Other (Commercial)","Lights (LED)","Lighting","PJ","End Use Demand","Electricity","2060","Electricity","Electronics and Lighting","0.291891"
"Kea","Commercial","Other (Commercial)","Lights (LED)","Lighting","PJ","Fuel Consumption","Electricity","2018","Electricity","Electronics and Lighting","0.156805"
"Kea","Commercial","Other (Commercial)","Lights (LED)","Lighting","PJ","Fuel Consumption","Electricity","2025","Electricity","Electronics and Lighting","0.560832"
"Kea","Commercial","Other (Commercial)","Lights (LED)","Lighting","PJ","Fuel Consumption","Electricity","2030","Electricity","Electronics and Lighting","0.569231"
"Kea","Commercial","Other (Commercial)","Lights (LED)","Lighting","PJ","Fuel Consumption","Electricity","2035","Electricity","Electronics and Lighting","0.609025"
"Kea","Commercial","Other (Commercial)","Lights (LED)","Lighting","PJ","Fuel Consumption","Electricity","2040","Electricity","Electronics and Lighting","0.668611"
"Kea","Commercial","Other (Commercial)","Lights (LED)","Lighting","PJ","Fuel Consumption","Electricity","2045","Electricity","Electronics and Lighting","0.737363"
"Kea","Commercial","Other (Commercial)","Lights (LED)","Lighting","PJ","Fuel Consumption","Electricity","2050","Electricity","Electronics and Lighting","0.813241"
"Kea","Commercial","Other (Commercial)","Lights (LED)","Lighting","PJ","Fuel Consumption","Electricity","2055","Electricity","Electronics and Lighting","0.904734"
"Kea","Commercial","Other (Commercial)","Lights (LED)","Lighting","PJ","Fuel Consumption","Electricity","2060","Electricity","Electronics and Lighting","1.006521"
"Kea","Commercial","Other (Commercial)","Mobile Motor","Motive Power, Mobile","Mt CO<sub>2</sub>/yr","Emissions","Diesel","2018","Fossil Fuels","Mobile Motive Power","0.048632"
"Kea","Commercial","Other (Commercial)","Mobile Motor","Motive Power, Mobile","Mt CO<sub>2</sub>/yr","Emissions","Diesel","2025","Fossil Fuels","Mobile Motive Power","0.031938"
"Kea","Commercial","Other (Commercial)","Mobile Motor","Motive Power, Mobile","Mt CO<sub>2</sub>/yr","Emissions","Diesel","2030","Fossil Fuels","Mobile Motive Power","0.000000"
"Kea","Commercial","Other (Commercial)","Mobile Motor","Motive Power, Mobile","Mt CO<sub>2</sub>/yr","Emissions","Diesel","2035","Fossil Fuels","Mobile Motive Power","0.000000"
"Kea","Commercial","Other (Commercial)","Mobile Motor","Motive Power, Mobile","Mt CO<sub>2</sub>/yr","Emissions","Diesel","2040","Fossil Fuels","Mobile Motive Power","0.000000"
"Kea","Commercial","Other (Commercial)","Mobile Motor","Motive Power, Mobile","Mt CO<sub>2</sub>/yr","Emissions","Diesel","2045","Fossil Fuels","Mobile Motive Power","0.000000"
"Kea","Commercial","Other (Commercial)","Mobile Motor","Motive Power, Mobile","Mt CO<sub>2</sub>/yr","Emissions","Diesel","2050","Fossil Fuels","Mobile Motive Power","0.000000"
"Kea","Commercial","Other (Commercial)","Mobile Motor","Motive Power, Mobile","Mt CO<sub>2</sub>/yr","Emissions","Diesel","2055","Fossil Fuels","Mobile Motive Power","0.000000"
"Kea","Commercial","Other (Commercial)","Mobile Motor","Motive Power, Mobile","Mt CO<sub>2</sub>/yr","Emissions","Diesel","2060","Fossil Fuels","Mobile Motive Power","0.000000"
"Kea","Commercial","Other (Commercial)","Mobile Motor","Motive Power, Mobile","Mt CO<sub>2</sub>/yr","Emissions","Fuel Oil","2018","Fossil Fuels","Mobile Motive Power","0.005467"
"Kea","Commercial","Other (Commercial)","Mobile Motor","Motive Power, Mobile","Mt CO<sub>2</sub>/yr","Emissions","Fuel Oil","2025","Fossil Fuels","Mobile Motive Power","0.003553"
"Kea","Commercial","Other (Commercial)","Mobile Motor","Motive Power, Mobile","Mt CO<sub>2</sub>/yr","Emissions","Fuel Oil","2030","Fossil Fuels","Mobile Motive Power","0.000000"
"Kea","Commercial","Other (Commercial)","Mobile Motor","Motive Power, Mobile","Mt CO<sub>2</sub>/yr","Emissions","Fuel Oil","2035","Fossil Fuels","Mobile Motive Power","0.000000"
"Kea","Commercial","Other (Commercial)","Mobile Motor","Motive Power, Mobile","Mt CO<sub>2</sub>/yr","Emissions","Fuel Oil","2040","Fossil Fuels","Mobile Motive Power","0.000000"
"Kea","Commercial","Other (Commercial)","Mobile Motor","Motive Power, Mobile","Mt CO<sub>2</sub>/yr","Emissions","Fuel Oil","2045","Fossil Fuels","Mobile Motive Power","0.000000"
"Kea","Commercial","Other (Commercial)","Mobile Motor","Motive Power, Mobile","Mt CO<sub>2</sub>/yr","Emissions","Fuel Oil","2050","Fossil Fuels","Mobile Motive Power","0.000000"
"Kea","Commercial","Other (Commercial)","Mobile Motor","Motive Power, Mobile","Mt CO<sub>2</sub>/yr","Emissions","Fuel Oil","2055","Fossil Fuels","Mobile Motive Power","0.000000"
"Kea","Commercial","Other (Commercial)","Mobile Motor","Motive Power, Mobile","Mt CO<sub>2</sub>/yr","Emissions","Fuel Oil","2060","Fossil Fuels","Mobile Motive Power","0.000000"
"Kea","Commercial","Other (Commercial)","Mobile Motor","Motive Power, Mobile","Mt CO<sub>2</sub>/yr","Emissions","Petrol","2018","Fossil Fuels","Mobile Motive Power","0.012412"
"Kea","Commercial","Other (Commercial)","Mobile Motor","Motive Power, Mobile","Mt CO<sub>2</sub>/yr","Emissions","Petrol","2025","Fossil Fuels","Mobile Motive Power","0.008068"
"Kea","Commercial","Other (Commercial)","Mobile Motor","Motive Power, Mobile","Mt CO<sub>2</sub>/yr","Emissions","Petrol","2030","Fossil Fuels","Mobile Motive Power","0.000000"
"Kea","Commercial","Other (Commercial)","Mobile Motor","Motive Power, Mobile","Mt CO<sub>2</sub>/yr","Emissions","Petrol","2035","Fossil Fuels","Mobile Motive Power","0.000000"
"Kea","Commercial","Other (Commercial)","Mobile Motor","Motive Power, Mobile","Mt CO<sub>2</sub>/yr","Emissions","Petrol","2040","Fossil Fuels","Mobile Motive Power","0.000000"
"Kea","Commercial","Other (Commercial)","Mobile Motor","Motive Power, Mobile","Mt CO<sub>2</sub>/yr","Emissions","Petrol","2045","Fossil Fuels","Mobile Motive Power","0.000000"
"Kea","Commercial","Other (Commercial)","Mobile Motor","Motive Power, Mobile","Mt CO<sub>2</sub>/yr","Emissions","Petrol","2050","Fossil Fuels","Mobile Motive Power","0.000000"
"Kea","Commercial","Other (Commercial)","Mobile Motor","Motive Power, Mobile","Mt CO<sub>2</sub>/yr","Emissions","Petrol","2055","Fossil Fuels","Mobile Motive Power","0.000000"
"Kea","Commercial","Other (Commercial)","Mobile Motor","Motive Power, Mobile","Mt CO<sub>2</sub>/yr","Emissions","Petrol","2060","Fossil Fuels","Mobile Motive Power","0.000000"
"Kea","Commercial","Other (Commercial)","Mobile Motor","Motive Power, Mobile","PJ","End Use Demand","Diesel","2018","Fossil Fuels","Mobile Motive Power","0.111654"
"Kea","Commercial","Other (Commercial)","Mobile Motor","Motive Power, Mobile","PJ","End Use Demand","Diesel","2025","Fossil Fuels","Mobile Motive Power","0.073327"
"Kea","Commercial","Other (Commercial)","Mobile Motor","Motive Power, Mobile","PJ","End Use Demand","Diesel","2030","Fossil Fuels","Mobile Motive Power","0.000000"
"Kea","Commercial","Other (Commercial)","Mobile Motor","Motive Power, Mobile","PJ","End Use Demand","Diesel","2035","Fossil Fuels","Mobile Motive Power","0.000000"
"Kea","Commercial","Other (Commercial)","Mobile Motor","Motive Power, Mobile","PJ","End Use Demand","Diesel","2040","Fossil Fuels","Mobile Motive Power","0.000000"
"Kea","Commercial","Other (Commercial)","Mobile Motor","Motive Power, Mobile","PJ","End Use Demand","Diesel","2045","Fossil Fuels","Mobile Motive Power","0.000000"
"Kea","Commercial","Other (Commercial)","Mobile Motor","Motive Power, Mobile","PJ","End Use Demand","Diesel","2050","Fossil Fuels","Mobile Motive Power","0.000000"
"Kea","Commercial","Other (Commercial)","Mobile Motor","Motive Power, Mobile","PJ","End Use Demand","Diesel","2055","Fossil Fuels","Mobile Motive Power","0.000000"
"Kea","Commercial","Other (Commercial)","Mobile Motor","Motive Power, Mobile","PJ","End Use Demand","Diesel","2060","Fossil Fuels","Mobile Motive Power","0.000000"
"Kea","Commercial","Other (Commercial)","Mobile Motor","Motive Power, Mobile","PJ","End Use Demand","Electricity","2018","Electricity","Mobile Motive Power","0.000000"
